X,Y,Z,layer
707730.0,6866350.0,-11718.0,1
707730.0,6866350.0,-12122.0,1
707730.0,6866350.0,-12526.0,1
707730.0,6866350.0,-12930.0,1
707730.0,6866350.0,-13334.0,1
707730.0,6866350.0,-13738.0,1
707730.0,6866350.0,-14142.0,1
707730.0,6866350.0,-14546.0,1
707730.0,6866350.0,-14950.0,1
707730.0,6866350.0,-15354.0,1
707730.0,6866350.0,-15758.0,1
707730.0,6866350.0,-16162.0,1
707730.0,6866350.0,-16566.0,1
707730.0,6866350.0,-16970.0,1
707730.0,6866350.0,-17374.0,1
707730.0,6866350.0,-17778.0,1
707730.0,6866350.0,-18182.0,1
707730.0,6866350.0,-18586.0,1
707730.0,6866350.0,-18990.0,1
707730.0,6866350.0,-19394.0,1
707730.0,6866350.0,-19798.0,1
707730.0,6865010.0,-2.0,1
707730.0,6865010.0,-406.0,1
707730.0,6865010.0,-810.0,1
707730.0,6865010.0,-1214.0,1
707730.0,6865010.0,-1618.0,1
707730.0,6865010.0,-2022.0,1
707730.0,6865010.0,-2426.0,1
707730.0,6865010.0,-2830.0,1
707730.0,6865010.0,-3234.0,1
707730.0,6865010.0,-3638.0,1
707730.0,6865010.0,-4042.0,1
707730.0,6865010.0,-4446.0,1
707730.0,6865010.0,-4850.0,1
707730.0,6865010.0,-5254.0,1
707730.0,6865010.0,-5658.0,1
707730.0,6865010.0,-6062.0,1
707730.0,6865010.0,-6466.0,1
707730.0,6865010.0,-6870.0,1
707730.0,6865010.0,-7274.0,1
707730.0,6865010.0,-7678.0,1
707730.0,6865010.0,-8082.0,1
707730.0,6865010.0,-8486.0,1
707730.0,6865010.0,-8890.0,1
707730.0,6865010.0,-9294.0,1
707730.0,6865010.0,-9698.0,1
707730.0,6865010.0,-10102.0,1
707730.0,6865010.0,-10506.0,1
707730.0,6865010.0,-10910.0,1
707730.0,6865010.0,-11314.0,1
707730.0,6865010.0,-11718.0,1
707730.0,6865010.0,-12122.0,1
707730.0,6865010.0,-12526.0,1
707730.0,6865010.0,-12930.0,1
707730.0,6865010.0,-13334.0,1
707730.0,6865010.0,-13738.0,1
707730.0,6865010.0,-14142.0,1
707730.0,6865010.0,-14546.0,1
707730.0,6865010.0,-14950.0,1
707730.0,6865010.0,-15354.0,1
707730.0,6865010.0,-15758.0,1
707730.0,6865010.0,-16162.0,1
707730.0,6865010.0,-16566.0,1
707730.0,6865010.0,-16970.0,1
707730.0,6865010.0,-17374.0,1
707730.0,6865010.0,-17778.0,1
707730.0,6865010.0,-18182.0,1
707730.0,6865010.0,-18586.0,1
707730.0,6865010.0,-18990.0,1
707730.0,6865010.0,-19394.0,1
707730.0,6865010.0,-19798.0,1
707730.0,6863670.0,-2.0,1
707730.0,6863670.0,-406.0,1
707730.0,6863670.0,-810.0,1
707730.0,6863670.0,-1214.0,1
707730.0,6863670.0,-1618.0,1
707730.0,6863670.0,-2022.0,1
707730.0,6863670.0,-2426.0,1
707730.0,6863670.0,-2830.0,1
707730.0,6863670.0,-3234.0,1
707730.0,6863670.0,-3638.0,1
707730.0,6863670.0,-4042.0,1
707730.0,6863670.0,-4446.0,1
707730.0,6863670.0,-4850.0,1
707730.0,6863670.0,-5254.0,1
707730.0,6863670.0,-5658.0,1
707730.0,6863670.0,-6062.0,1
707730.0,6863670.0,-6466.0,1
707730.0,6863670.0,-6870.0,1
707730.0,6863670.0,-7274.0,1
707730.0,6863670.0,-7678.0,1
707730.0,6863670.0,-8082.0,1
707730.0,6863670.0,-8486.0,1
707730.0,6863670.0,-8890.0,1
707730.0,6863670.0,-9294.0,1
707730.0,6863670.0,-9698.0,1
707730.0,6863670.0,-10102.0,1
707730.0,6863670.0,-10506.0,1
707730.0,6863670.0,-10910.0,1
707730.0,6863670.0,-11314.0,1
707730.0,6863670.0,-11718.0,1
707730.0,6863670.0,-12122.0,1
707730.0,6863670.0,-12526.0,1
707730.0,6863670.0,-12930.0,1
707730.0,6863670.0,-13334.0,1
707730.0,6863670.0,-13738.0,1
707730.0,6863670.0,-14142.0,1
707730.0,6863670.0,-14546.0,1
707730.0,6863670.0,-14950.0,1
707730.0,6863670.0,-15354.0,1
707730.0,6863670.0,-15758.0,1
707730.0,6863670.0,-16162.0,1
707730.0,6863670.0,-16566.0,1
707730.0,6863670.0,-16970.0,1
707730.0,6863670.0,-17374.0,1
707730.0,6863670.0,-17778.0,1
707730.0,6863670.0,-18182.0,1
707730.0,6863670.0,-18586.0,1
707730.0,6863670.0,-18990.0,1
707730.0,6863670.0,-19394.0,1
707730.0,6863670.0,-19798.0,1
706710.0,6929330.0,-2.0,5
706710.0,6929330.0,-406.0,5
706710.0,6929330.0,-810.0,5
706710.0,6929330.0,-1214.0,5
706710.0,6929330.0,-1618.0,5
706710.0,6929330.0,-2022.0,5
706710.0,6929330.0,-2426.0,5
706710.0,6929330.0,-2830.0,5
706710.0,6929330.0,-3234.0,5
706710.0,6929330.0,-3638.0,5
706710.0,6929330.0,-4042.0,5
706710.0,6929330.0,-4446.0,5
706710.0,6929330.0,-4850.0,5
706710.0,6929330.0,-5254.0,5
706710.0,6929330.0,-5658.0,5
706710.0,6929330.0,-6062.0,5
706710.0,6929330.0,-6466.0,5
706710.0,6929330.0,-6870.0,5
706710.0,6929330.0,-7274.0,5
706710.0,6929330.0,-7678.0,5
706710.0,6929330.0,-8082.0,5
706710.0,6929330.0,-8486.0,5
706710.0,6929330.0,-8890.0,5
706710.0,6929330.0,-9294.0,5
706710.0,6929330.0,-9698.0,5
706710.0,6929330.0,-10102.0,5
706710.0,6929330.0,-10506.0,5
706710.0,6929330.0,-10910.0,5
706710.0,6929330.0,-11314.0,5
706710.0,6929330.0,-11718.0,5
706710.0,6929330.0,-12122.0,5
706710.0,6929330.0,-12526.0,5
706710.0,6929330.0,-12930.0,5
706710.0,6929330.0,-13334.0,5
706710.0,6929330.0,-13738.0,5
706710.0,6929330.0,-14142.0,5
706710.0,6929330.0,-14546.0,5
706710.0,6929330.0,-14950.0,5
706710.0,6929330.0,-15354.0,5
706710.0,6929330.0,-15758.0,5
706710.0,6929330.0,-16162.0,5
706710.0,6929330.0,-16566.0,5
706710.0,6929330.0,-16970.0,5
706710.0,6929330.0,-17374.0,5
706710.0,6929330.0,-17778.0,5
706710.0,6929330.0,-18182.0,5
706710.0,6929330.0,-18586.0,5
706710.0,6929330.0,-18990.0,5
706710.0,6929330.0,-19394.0,5
706710.0,6929330.0,-19798.0,5
706710.0,6927990.0,-2.0,5
706710.0,6927990.0,-406.0,5
706710.0,6927990.0,-810.0,5
706710.0,6927990.0,-1214.0,5
706710.0,6927990.0,-1618.0,5
706710.0,6927990.0,-2022.0,5
706710.0,6927990.0,-2426.0,5
706710.0,6927990.0,-2830.0,5
706710.0,6927990.0,-3234.0,5
706710.0,6927990.0,-3638.0,5
706710.0,6927990.0,-4042.0,5
706710.0,6927990.0,-4446.0,5
706710.0,6927990.0,-4850.0,5
706710.0,6927990.0,-5254.0,5
706710.0,6927990.0,-5658.0,5
706710.0,6927990.0,-6062.0,5
706710.0,6927990.0,-6466.0,5
706710.0,6927990.0,-6870.0,5
706710.0,6927990.0,-7274.0,5
706710.0,6927990.0,-7678.0,5
706710.0,6927990.0,-8082.0,5
706710.0,6927990.0,-8486.0,5
706710.0,6927990.0,-8890.0,5
706710.0,6927990.0,-9294.0,5
706710.0,6927990.0,-9698.0,5
706710.0,6927990.0,-10102.0,5
706710.0,6927990.0,-10506.0,5
706710.0,6927990.0,-10910.0,5
706710.0,6927990.0,-11314.0,5
706710.0,6927990.0,-11718.0,5
706710.0,6927990.0,-12122.0,5
706710.0,6927990.0,-12526.0,5
706710.0,6927990.0,-12930.0,5
706710.0,6927990.0,-13334.0,5
706710.0,6927990.0,-13738.0,5
706710.0,6927990.0,-14142.0,5
706710.0,6927990.0,-14546.0,5
706710.0,6927990.0,-14950.0,5
706710.0,6927990.0,-15354.0,5
706710.0,6927990.0,-15758.0,5
706710.0,6927990.0,-16162.0,5
706710.0,6927990.0,-16566.0,5
706710.0,6927990.0,-16970.0,5
706710.0,6927990.0,-17374.0,5
706710.0,6927990.0,-17778.0,5
706710.0,6927990.0,-18182.0,5
706710.0,6927990.0,-18586.0,5
706710.0,6927990.0,-18990.0,5
706710.0,6927990.0,-19394.0,5
706710.0,6927990.0,-19798.0,5
706710.0,6926650.0,-2.0,5
706710.0,6926650.0,-406.0,5
706710.0,6926650.0,-810.0,5
706710.0,6926650.0,-1214.0,5
706710.0,6926650.0,-1618.0,5
706710.0,6926650.0,-2022.0,5
706710.0,6926650.0,-2426.0,5
706710.0,6926650.0,-2830.0,5
706710.0,6926650.0,-3234.0,5
706710.0,6926650.0,-3638.0,5
706710.0,6926650.0,-4042.0,5
706710.0,6926650.0,-4446.0,5
706710.0,6926650.0,-4850.0,5
706710.0,6926650.0,-5254.0,5
706710.0,6926650.0,-5658.0,5
706710.0,6926650.0,-6062.0,5
706710.0,6926650.0,-6466.0,5
706710.0,6926650.0,-6870.0,5
706710.0,6926650.0,-7274.0,5
706710.0,6926650.0,-7678.0,5
706710.0,6926650.0,-8082.0,5
706710.0,6926650.0,-8486.0,5
706710.0,6926650.0,-8890.0,5
706710.0,6926650.0,-9294.0,5
706710.0,6926650.0,-9698.0,5
706710.0,6926650.0,-10102.0,5
706710.0,6926650.0,-10506.0,5
706710.0,6926650.0,-10910.0,5
706710.0,6926650.0,-11314.0,5
706710.0,6926650.0,-11718.0,5
706710.0,6926650.0,-12122.0,5
706710.0,6926650.0,-12526.0,5
706710.0,6926650.0,-12930.0,5
706710.0,6926650.0,-13334.0,5
706710.0,6926650.0,-13738.0,5
706710.0,6926650.0,-14142.0,5
706710.0,6926650.0,-14546.0,5
706710.0,6926650.0,-14950.0,5
706710.0,6926650.0,-15354.0,5
706710.0,6926650.0,-15758.0,5
706710.0,6926650.0,-16162.0,5
706710.0,6926650.0,-16566.0,5
706710.0,6926650.0,-16970.0,5
706710.0,6926650.0,-17374.0,5
706710.0,6926650.0,-17778.0,5
706710.0,6926650.0,-18182.0,5
706710.0,6926650.0,-18586.0,5
706710.0,6926650.0,-18990.0,5
706710.0,6926650.0,-19394.0,5
706710.0,6926650.0,-19798.0,5
706710.0,6925310.0,-2.0,5
706710.0,6925310.0,-406.0,5
706710.0,6925310.0,-810.0,5
706710.0,6925310.0,-1214.0,5
706710.0,6925310.0,-1618.0,5
706710.0,6925310.0,-2022.0,5
706710.0,6925310.0,-2426.0,5
706710.0,6925310.0,-2830.0,5
706710.0,6925310.0,-3234.0,5
706710.0,6925310.0,-3638.0,5
706710.0,6925310.0,-4042.0,5
706710.0,6925310.0,-4446.0,5
706710.0,6925310.0,-4850.0,5
706710.0,6925310.0,-5254.0,5
706710.0,6925310.0,-5658.0,5
706710.0,6925310.0,-6062.0,5
706710.0,6925310.0,-6466.0,5
706710.0,6925310.0,-6870.0,5
706710.0,6925310.0,-7274.0,5
706710.0,6925310.0,-7678.0,5
706710.0,6925310.0,-8082.0,5
706710.0,6925310.0,-8486.0,5
706710.0,6925310.0,-8890.0,5
706710.0,6925310.0,-9294.0,5
706710.0,6925310.0,-9698.0,5
706710.0,6925310.0,-10102.0,5
706710.0,6925310.0,-10506.0,5
706710.0,6925310.0,-10910.0,5
706710.0,6925310.0,-11314.0,5
706710.0,6925310.0,-11718.0,5
706710.0,6925310.0,-12122.0,5
706710.0,6925310.0,-12526.0,5
706710.0,6925310.0,-12930.0,5
706710.0,6925310.0,-13334.0,5
706710.0,6925310.0,-13738.0,5
706710.0,6925310.0,-14142.0,5
706710.0,6925310.0,-14546.0,5
706710.0,6925310.0,-14950.0,5
706710.0,6925310.0,-15354.0,5
706710.0,6925310.0,-15758.0,5
706710.0,6925310.0,-16162.0,5
706710.0,6925310.0,-16566.0,5
706710.0,6925310.0,-16970.0,5
706710.0,6925310.0,-17374.0,5
706710.0,6925310.0,-17778.0,5
706710.0,6925310.0,-18182.0,5
706710.0,6925310.0,-18586.0,5
706710.0,6925310.0,-18990.0,5
706710.0,6925310.0,-19394.0,5
706710.0,6925310.0,-19798.0,5
706710.0,6923970.0,-2.0,5
706710.0,6923970.0,-406.0,5
706710.0,6923970.0,-810.0,5
706710.0,6923970.0,-1214.0,5
706710.0,6923970.0,-1618.0,5
706710.0,6923970.0,-2022.0,5
706710.0,6923970.0,-2426.0,5
706710.0,6923970.0,-2830.0,5
706710.0,6923970.0,-3234.0,5
706710.0,6923970.0,-3638.0,5
706710.0,6923970.0,-4042.0,5
706710.0,6923970.0,-4446.0,5
706710.0,6923970.0,-4850.0,5
706710.0,6923970.0,-5254.0,5
706710.0,6923970.0,-5658.0,5
706710.0,6923970.0,-6062.0,5
706710.0,6923970.0,-6466.0,5
706710.0,6923970.0,-6870.0,5
706710.0,6923970.0,-7274.0,5
706710.0,6923970.0,-7678.0,5
706710.0,6923970.0,-8082.0,5
706710.0,6923970.0,-8486.0,5
706710.0,6923970.0,-8890.0,5
706710.0,6923970.0,-9294.0,5
706710.0,6923970.0,-9698.0,5
706710.0,6923970.0,-10102.0,5
706710.0,6923970.0,-10506.0,5
706710.0,6923970.0,-10910.0,5
706710.0,6923970.0,-11314.0,5
706710.0,6923970.0,-11718.0,5
706710.0,6923970.0,-12122.0,5
706710.0,6923970.0,-12526.0,5
706710.0,6923970.0,-12930.0,5
706710.0,6923970.0,-13334.0,5
706710.0,6923970.0,-13738.0,5
706710.0,6923970.0,-14142.0,5
706710.0,6923970.0,-14546.0,5
706710.0,6923970.0,-14950.0,5
706710.0,6923970.0,-15354.0,5
706710.0,6923970.0,-15758.0,5
706710.0,6923970.0,-16162.0,5
706710.0,6923970.0,-16566.0,5
706710.0,6923970.0,-16970.0,5
706710.0,6923970.0,-17374.0,5
706710.0,6923970.0,-17778.0,5
706710.0,6923970.0,-18182.0,5
706710.0,6923970.0,-18586.0,5
706710.0,6923970.0,-18990.0,5
706710.0,6923970.0,-19394.0,5
706710.0,6923970.0,-19798.0,5
706710.0,6922630.0,-2.0,5
706710.0,6922630.0,-406.0,5
706710.0,6922630.0,-810.0,5
706710.0,6922630.0,-1214.0,5
706710.0,6922630.0,-1618.0,5
706710.0,6922630.0,-2022.0,5
706710.0,6922630.0,-2426.0,5
706710.0,6922630.0,-2830.0,5
706710.0,6922630.0,-3234.0,5
706710.0,6922630.0,-3638.0,5
706710.0,6922630.0,-4042.0,5
706710.0,6922630.0,-4446.0,5
706710.0,6922630.0,-4850.0,5
706710.0,6922630.0,-5254.0,5
706710.0,6922630.0,-5658.0,5
706710.0,6922630.0,-6062.0,5
706710.0,6922630.0,-6466.0,5
706710.0,6922630.0,-6870.0,5
706710.0,6922630.0,-7274.0,5
706710.0,6922630.0,-7678.0,5
706710.0,6922630.0,-8082.0,5
706710.0,6922630.0,-8486.0,5
706710.0,6922630.0,-8890.0,5
706710.0,6922630.0,-9294.0,5
706710.0,6922630.0,-9698.0,5
706710.0,6922630.0,-10102.0,5
706710.0,6922630.0,-10506.0,5
706710.0,6922630.0,-10910.0,5
706710.0,6922630.0,-11314.0,5
706710.0,6922630.0,-11718.0,5
706710.0,6922630.0,-12122.0,5
706710.0,6922630.0,-12526.0,5
706710.0,6922630.0,-12930.0,5
706710.0,6922630.0,-13334.0,5
706710.0,6922630.0,-13738.0,5
706710.0,6922630.0,-14142.0,5
706710.0,6922630.0,-14546.0,5
706710.0,6922630.0,-14950.0,5
706710.0,6922630.0,-15354.0,5
706710.0,6922630.0,-15758.0,5
706710.0,6922630.0,-16162.0,5
706710.0,6922630.0,-16566.0,5
706710.0,6922630.0,-16970.0,5
706710.0,6922630.0,-17374.0,5
706710.0,6922630.0,-17778.0,5
706710.0,6922630.0,-18182.0,5
706710.0,6922630.0,-18586.0,5
706710.0,6922630.0,-18990.0,5
706710.0,6922630.0,-19394.0,5
706710.0,6922630.0,-19798.0,5
706710.0,6921290.0,-2.0,5
706710.0,6921290.0,-406.0,5
706710.0,6921290.0,-810.0,5
706710.0,6921290.0,-1214.0,5
706710.0,6921290.0,-1618.0,5
706710.0,6921290.0,-2022.0,5
706710.0,6921290.0,-2426.0,5
706710.0,6921290.0,-2830.0,5
706710.0,6921290.0,-3234.0,5
706710.0,6921290.0,-3638.0,5
706710.0,6921290.0,-4042.0,5
706710.0,6921290.0,-4446.0,5
706710.0,6921290.0,-4850.0,5
706710.0,6921290.0,-5254.0,5
706710.0,6921290.0,-5658.0,5
706710.0,6921290.0,-6062.0,5
706710.0,6921290.0,-6466.0,5
706710.0,6921290.0,-6870.0,5
706710.0,6921290.0,-7274.0,5
706710.0,6921290.0,-7678.0,5
706710.0,6921290.0,-8082.0,5
706710.0,6921290.0,-8486.0,5
706710.0,6921290.0,-8890.0,5
706710.0,6921290.0,-9294.0,5
706710.0,6921290.0,-9698.0,5
706710.0,6921290.0,-10102.0,5
706710.0,6921290.0,-10506.0,5
706710.0,6921290.0,-10910.0,5
706710.0,6921290.0,-11314.0,5
706710.0,6921290.0,-11718.0,5
706710.0,6921290.0,-12122.0,5
706710.0,6921290.0,-12526.0,5
706710.0,6921290.0,-12930.0,5
706710.0,6921290.0,-13334.0,5
706710.0,6921290.0,-13738.0,5
706710.0,6921290.0,-14142.0,5
706710.0,6921290.0,-14546.0,5
706710.0,6921290.0,-14950.0,5
706710.0,6921290.0,-15354.0,5
706710.0,6921290.0,-15758.0,5
706710.0,6921290.0,-16162.0,5
706710.0,6921290.0,-16566.0,5
706710.0,6921290.0,-16970.0,5
706710.0,6921290.0,-17374.0,5
706710.0,6921290.0,-17778.0,5
706710.0,6921290.0,-18182.0,5
706710.0,6921290.0,-18586.0,5
706710.0,6921290.0,-18990.0,5
706710.0,6921290.0,-19394.0,5
706710.0,6921290.0,-19798.0,5
706710.0,6919950.0,-2.0,5
706710.0,6919950.0,-406.0,5
706710.0,6919950.0,-810.0,5
706710.0,6919950.0,-1214.0,5
706710.0,6919950.0,-1618.0,5
706710.0,6919950.0,-2022.0,5
706710.0,6919950.0,-2426.0,5
706710.0,6919950.0,-2830.0,5
706710.0,6919950.0,-3234.0,5
706710.0,6919950.0,-3638.0,5
706710.0,6919950.0,-4042.0,5
706710.0,6919950.0,-4446.0,5
706710.0,6919950.0,-4850.0,5
706710.0,6919950.0,-5254.0,5
706710.0,6919950.0,-5658.0,5
706710.0,6919950.0,-6062.0,5
706710.0,6919950.0,-6466.0,5
706710.0,6919950.0,-6870.0,5
706710.0,6919950.0,-7274.0,5
706710.0,6919950.0,-7678.0,5
706710.0,6919950.0,-8082.0,5
706710.0,6919950.0,-8486.0,5
706710.0,6919950.0,-8890.0,5
706710.0,6919950.0,-9294.0,5
706710.0,6919950.0,-9698.0,5
706710.0,6919950.0,-10102.0,5
706710.0,6919950.0,-10506.0,5
706710.0,6919950.0,-10910.0,5
706710.0,6919950.0,-11314.0,5
706710.0,6919950.0,-11718.0,5
706710.0,6919950.0,-12122.0,5
706710.0,6919950.0,-12526.0,5
706710.0,6919950.0,-12930.0,5
706710.0,6919950.0,-13334.0,5
706710.0,6919950.0,-13738.0,5
706710.0,6919950.0,-14142.0,5
706710.0,6919950.0,-14546.0,5
706710.0,6919950.0,-14950.0,5
706710.0,6919950.0,-15354.0,5
706710.0,6919950.0,-15758.0,5
706710.0,6919950.0,-16162.0,5
706710.0,6919950.0,-16566.0,5
706710.0,6919950.0,-16970.0,5
706710.0,6919950.0,-17374.0,5
706710.0,6919950.0,-17778.0,5
706710.0,6919950.0,-18182.0,5
706710.0,6919950.0,-18586.0,5
706710.0,6919950.0,-18990.0,5
706710.0,6919950.0,-19394.0,5
706710.0,6919950.0,-19798.0,5
706710.0,6918610.0,-2.0,5
706710.0,6918610.0,-406.0,5
706710.0,6918610.0,-810.0,5
706710.0,6918610.0,-1214.0,5
706710.0,6918610.0,-1618.0,5
706710.0,6918610.0,-2022.0,5
706710.0,6918610.0,-2426.0,5
706710.0,6918610.0,-2830.0,5
706710.0,6918610.0,-3234.0,5
706710.0,6918610.0,-3638.0,5
706710.0,6918610.0,-4042.0,5
706710.0,6918610.0,-4446.0,5
706710.0,6918610.0,-4850.0,5
706710.0,6918610.0,-5254.0,5
706710.0,6918610.0,-5658.0,5
706710.0,6918610.0,-6062.0,5
706710.0,6918610.0,-6466.0,5
706710.0,6918610.0,-6870.0,5
706710.0,6918610.0,-7274.0,5
706710.0,6918610.0,-7678.0,5
706710.0,6918610.0,-8082.0,5
706710.0,6918610.0,-8486.0,5
706710.0,6918610.0,-8890.0,5
706710.0,6918610.0,-9294.0,5
706710.0,6918610.0,-9698.0,5
706710.0,6918610.0,-10102.0,5
706710.0,6918610.0,-10506.0,5
706710.0,6918610.0,-10910.0,5
706710.0,6918610.0,-11314.0,5
706710.0,6918610.0,-11718.0,5
706710.0,6918610.0,-12122.0,5
706710.0,6918610.0,-12526.0,5
706710.0,6918610.0,-12930.0,5
706710.0,6918610.0,-13334.0,5
706710.0,6918610.0,-13738.0,5
706710.0,6918610.0,-14142.0,5
706710.0,6918610.0,-14546.0,5
706710.0,6918610.0,-14950.0,5
706710.0,6918610.0,-15354.0,5
706710.0,6918610.0,-15758.0,5
706710.0,6918610.0,-16162.0,5
706710.0,6918610.0,-16566.0,5
706710.0,6918610.0,-16970.0,5
706710.0,6918610.0,-17374.0,5
706710.0,6918610.0,-17778.0,5
706710.0,6918610.0,-18182.0,5
706710.0,6918610.0,-18586.0,5
706710.0,6918610.0,-18990.0,5
706710.0,6918610.0,-19394.0,5
706710.0,6918610.0,-19798.0,5
706710.0,6917270.0,-2.0,4
706710.0,6917270.0,-406.0,5
706710.0,6917270.0,-810.0,5
706710.0,6917270.0,-1214.0,5
706710.0,6917270.0,-1618.0,5
706710.0,6917270.0,-2022.0,5
706710.0,6917270.0,-2426.0,5
706710.0,6917270.0,-2830.0,5
706710.0,6917270.0,-3234.0,5
706710.0,6917270.0,-3638.0,5
706710.0,6917270.0,-4042.0,5
706710.0,6917270.0,-4446.0,5
706710.0,6917270.0,-4850.0,5
706710.0,6917270.0,-5254.0,5
706710.0,6917270.0,-5658.0,5
706710.0,6917270.0,-6062.0,5
706710.0,6917270.0,-6466.0,5
706710.0,6917270.0,-6870.0,5
706710.0,6917270.0,-7274.0,5
706710.0,6917270.0,-7678.0,5
706710.0,6917270.0,-8082.0,5
706710.0,6917270.0,-8486.0,5
706710.0,6917270.0,-8890.0,5
706710.0,6917270.0,-9294.0,5
706710.0,6917270.0,-9698.0,5
706710.0,6917270.0,-10102.0,5
706710.0,6917270.0,-10506.0,5
706710.0,6917270.0,-10910.0,5
706710.0,6917270.0,-11314.0,5
706710.0,6917270.0,-11718.0,5
706710.0,6917270.0,-12122.0,5
706710.0,6917270.0,-12526.0,5
706710.0,6917270.0,-12930.0,5
706710.0,6917270.0,-13334.0,5
706710.0,6917270.0,-13738.0,5
706710.0,6917270.0,-14142.0,5
706710.0,6917270.0,-14546.0,5
706710.0,6917270.0,-14950.0,5
706710.0,6917270.0,-15354.0,5
706710.0,6917270.0,-15758.0,5
706710.0,6917270.0,-16162.0,5
706710.0,6917270.0,-16566.0,5
706710.0,6917270.0,-16970.0,5
706710.0,6917270.0,-17374.0,5
706710.0,6917270.0,-17778.0,5
706710.0,6917270.0,-18182.0,5
706710.0,6917270.0,-18586.0,5
706710.0,6917270.0,-18990.0,5
706710.0,6917270.0,-19394.0,5
706710.0,6917270.0,-19798.0,5
706710.0,6915930.0,-2.0,5
706710.0,6915930.0,-406.0,5
706710.0,6915930.0,-810.0,4
706710.0,6915930.0,-1214.0,5
706710.0,6915930.0,-1618.0,5
706710.0,6915930.0,-2022.0,5
706710.0,6915930.0,-2426.0,5
706710.0,6915930.0,-2830.0,5
706710.0,6915930.0,-3234.0,5
706710.0,6915930.0,-3638.0,5
706710.0,6915930.0,-4042.0,5
706710.0,6915930.0,-4446.0,5
706710.0,6915930.0,-4850.0,5
706710.0,6915930.0,-5254.0,5
706710.0,6915930.0,-5658.0,5
706710.0,6915930.0,-6062.0,5
706710.0,6915930.0,-6466.0,5
706710.0,6915930.0,-6870.0,5
706710.0,6915930.0,-7274.0,5
706710.0,6915930.0,-7678.0,5
706710.0,6915930.0,-8082.0,5
706710.0,6915930.0,-8486.0,5
706710.0,6915930.0,-8890.0,5
706710.0,6915930.0,-9294.0,5
706710.0,6915930.0,-9698.0,5
706710.0,6915930.0,-10102.0,5
706710.0,6915930.0,-10506.0,5
706710.0,6915930.0,-10910.0,5
706710.0,6915930.0,-11314.0,5
706710.0,6915930.0,-11718.0,5
706710.0,6915930.0,-12122.0,5
706710.0,6915930.0,-12526.0,5
706710.0,6915930.0,-12930.0,5
706710.0,6915930.0,-13334.0,5
706710.0,6915930.0,-13738.0,5
706710.0,6915930.0,-14142.0,5
706710.0,6915930.0,-14546.0,5
706710.0,6915930.0,-14950.0,5
706710.0,6915930.0,-15354.0,5
706710.0,6915930.0,-15758.0,5
706710.0,6915930.0,-16162.0,5
706710.0,6915930.0,-16566.0,5
706710.0,6915930.0,-16970.0,5
706710.0,6915930.0,-17374.0,5
706710.0,6915930.0,-17778.0,5
706710.0,6915930.0,-18182.0,5
706710.0,6915930.0,-18586.0,5
706710.0,6915930.0,-18990.0,5
706710.0,6915930.0,-19394.0,5
706710.0,6915930.0,-19798.0,5
706710.0,6914590.0,-2.0,4
706710.0,6914590.0,-406.0,5
706710.0,6914590.0,-810.0,5
706710.0,6914590.0,-1214.0,5
706710.0,6914590.0,-1618.0,4
706710.0,6914590.0,-2022.0,5
706710.0,6914590.0,-2426.0,5
706710.0,6914590.0,-2830.0,5
706710.0,6914590.0,-3234.0,5
706710.0,6914590.0,-3638.0,5
706710.0,6914590.0,-4042.0,5
706710.0,6914590.0,-4446.0,5
706710.0,6914590.0,-4850.0,5
706710.0,6914590.0,-5254.0,5
706710.0,6914590.0,-5658.0,5
706710.0,6914590.0,-6062.0,5
706710.0,6914590.0,-6466.0,5
706710.0,6914590.0,-6870.0,5
706710.0,6914590.0,-7274.0,5
706710.0,6914590.0,-7678.0,5
706710.0,6914590.0,-8082.0,5
706710.0,6914590.0,-8486.0,5
706710.0,6914590.0,-8890.0,5
706710.0,6914590.0,-9294.0,5
706710.0,6914590.0,-9698.0,5
706710.0,6914590.0,-10102.0,5
706710.0,6914590.0,-10506.0,5
706710.0,6914590.0,-10910.0,5
706710.0,6914590.0,-11314.0,5
706710.0,6914590.0,-11718.0,5
706710.0,6914590.0,-12122.0,5
706710.0,6914590.0,-12526.0,5
706710.0,6914590.0,-12930.0,5
706710.0,6914590.0,-13334.0,5
706710.0,6914590.0,-13738.0,5
706710.0,6914590.0,-14142.0,5
706710.0,6914590.0,-14546.0,5
706710.0,6914590.0,-14950.0,5
706710.0,6914590.0,-15354.0,5
706710.0,6914590.0,-15758.0,5
706710.0,6914590.0,-16162.0,5
706710.0,6914590.0,-16566.0,5
706710.0,6914590.0,-16970.0,5
706710.0,6914590.0,-17374.0,5
706710.0,6914590.0,-17778.0,5
706710.0,6914590.0,-18182.0,5
706710.0,6914590.0,-18586.0,5
706710.0,6914590.0,-18990.0,5
706710.0,6914590.0,-19394.0,5
706710.0,6914590.0,-19798.0,5
706710.0,6913250.0,-2.0,4
706710.0,6913250.0,-406.0,4
706710.0,6913250.0,-810.0,5
706710.0,6913250.0,-1214.0,5
706710.0,6913250.0,-1618.0,5
706710.0,6913250.0,-2022.0,5
706710.0,6913250.0,-2426.0,4
706710.0,6913250.0,-2830.0,5
706710.0,6913250.0,-3234.0,5
706710.0,6913250.0,-3638.0,5
706710.0,6913250.0,-4042.0,5
706710.0,6913250.0,-4446.0,5
706710.0,6913250.0,-4850.0,5
706710.0,6913250.0,-5254.0,5
706710.0,6913250.0,-5658.0,5
706710.0,6913250.0,-6062.0,5
706710.0,6913250.0,-6466.0,5
